# Report

name | result

```diff
--- Original
+++ Reimplementation
@@ -1,17 +1,17 @@
     push ebp
     mov ebp, esp
-    push 0x477770
+    push 0x477958
     mov eax, dword ptr [ebp + 0x14]
     push eax
     mov ecx, dword ptr [ebp + 0x10]
     push ecx
     mov edx, dword ptr [ebp + 0xc]
     push edx
     mov eax, dword ptr [ebp + 8]
     push eax
     call th06::Player::FireSingleBullet
     add esp, 0x14
     pop ebp
     ret 
 
 
```

</details>


<details id="th06____player____firebulletmarisaa"><summary><h2>th06::Player::FireBulletMarisaA</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,17 +1,17 @@
     push ebp
     mov ebp, esp
-    push 0x477ed8
+    push 0x4780c0
     mov eax, dword ptr [ebp + 0x14]
     push eax
     mov ecx, dword ptr [ebp + 0x10]
     push ecx
     mov edx, dword ptr [ebp + 0xc]
     push edx
     mov eax, dword ptr [ebp + 8]
     push eax
     call th06::Player::FireSingleBullet
     add esp, 0x14
     pop ebp
     ret 
 
 
```

</details>


<details id="th06____player____firebulletmarisab"><summary><h2>th06::Player::FireBulletMarisaB</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,17 +1,17 @@
     push ebp
     mov ebp, esp
-    push 0x478468
+    push 0x478650
     mov eax, dword ptr [ebp + 0x14]
     push eax
     mov ecx, dword ptr [ebp + 0x10]
     push ecx
     mov edx, dword ptr [ebp + 0xc]
     push edx
     mov eax, dword ptr [ebp + 8]
     push eax
     call th06::Player::FireSingleBullet
     add esp, 0x14
     pop ebp
     ret 
 
 
```

</details>


<details id="th06____player____updatefirebulletstimer"><summary><h2>th06::Player::UpdateFireBulletsTimer</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -3,75 +3,75 @@
     sub esp, 0x18
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [eax + 0x75b0]
     mov dword ptr [ebp - 4], ecx
     cmp dword ptr [ebp - 4], 0
     jge L_1
     xor eax, eax
     jmp L_2
 L_1:
     mov edx, dword ptr [ebp + 8]
     add edx, 0x75a8
     mov dword ptr [ebp - 8], edx
     mov eax, dword ptr [ebp - 8]
     mov ecx, dword ptr [ebp - 8]
     mov edx, dword ptr [eax + 8]
     xor eax, eax
     cmp edx, dword ptr [ecx]
     setne al
     test eax, eax
     je L_3
-    cmp dword ptr [0x6d1bf0], 0
+    cmp dword ptr [0x6d1a58], 0
     je L_4
     xor ecx, ecx
-    mov cl, byte ptr [0x69d4bd]
+    mov cl, byte ptr [0x69d3cd]
     cmp ecx, 1
     jne L_4
     xor edx, edx
-    mov dl, byte ptr [0x69d4be]
+    mov dl, byte ptr [0x69d3ce]
     cmp edx, 1
     je L_3
 L_4:
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [eax + 0x75b0]
     mov dword ptr [ebp - 0xc], ecx
     mov edx, dword ptr [ebp - 0xc]
     push edx
     mov eax, dword ptr [ebp + 8]
     push eax
     call th06::Player::SpawnBullets
     add esp, 8
 L_3:
     mov ecx, dword ptr [ebp + 8]
     add ecx, 0x75a8
     mov dword ptr [ebp - 0x10], ecx
     mov edx, dword ptr [ebp - 0x10]
     mov eax, dword ptr [ebp - 0x10]
     mov ecx, dword ptr [eax + 8]
     mov dword ptr [edx], ecx
     mov edx, dword ptr [ebp - 0x10]
     add edx, 4
     push edx
     mov eax, dword ptr [ebp - 0x10]
     add eax, 8
     push eax
-    mov ecx, 0x6c6d18
+    mov ecx, 0x6c6a70
     call th06::Supervisor::TickTimer
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ecx + 0x75b0]
     mov dword ptr [ebp - 0x14], edx
     cmp dword ptr [ebp - 0x14], 0x1e
     jge L_5
     mov eax, dword ptr [ebp + 8]
     movsx ecx, byte ptr [eax + 0x9e0]
     cmp ecx, 2
     je L_5
     mov edx, dword ptr [ebp + 8]
     movsx eax, byte ptr [edx + 0x9e0]
     cmp eax, 1
     jne L_6
 L_5:
     mov ecx, dword ptr [ebp + 8]
     add ecx, 0x75a8
     mov dword ptr [ebp - 0x18], ecx
     mov edx, dword ptr [ebp - 0x18]
     mov dword ptr [edx + 8], 0xffffffff
```

</details>


<details id="th06____player____updateplayerbullets"><summary><h2>th06::Player::UpdatePlayerBullets</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -47,203 +47,203 @@
     jne L_7
     jmp L_8
 L_7:
     mov edx, dword ptr [ebp - 0x14]
     movsx eax, word ptr [edx + 0x150]
     mov dword ptr [ebp - 0x28], eax
     cmp dword ptr [ebp - 0x28], 1
     je L_9
     cmp dword ptr [ebp - 0x28], 2
     je L_10
     cmp dword ptr [ebp - 0x28], 3
     je L_11
     jmp L_12
 L_9:
     mov ecx, dword ptr [ebp - 0x14]
     movsx edx, word ptr [ecx + 0x14e]
     cmp edx, 1
     jne L_13
     mov eax, dword ptr [ebp + 8]
     fld dword ptr [eax + 0xa1c]
-    fcomp dword ptr [0x46a3e8]
+    fcomp dword ptr [0x46a40c]
     fnstsw ax
     and eax, 0x4100
     jne L_14
     mov ecx, dword ptr [ebp - 0x14]
     mov edx, dword ptr [ecx + 0x148]
     mov dword ptr [ebp - 0x1c], edx
     cmp dword ptr [ebp - 0x1c], 0x28
     jge L_14
     mov eax, dword ptr [ebp - 0x14]
     add eax, 0x140
     mov dword ptr [ebp - 0x20], eax
     mov ecx, dword ptr [ebp - 0x20]
     mov edx, dword ptr [ebp - 0x20]
     mov eax, dword ptr [ecx + 8]
     xor ecx, ecx
     cmp eax, dword ptr [edx]
     setne cl
     test ecx, ecx
     je L_14
     mov edx, dword ptr [ebp + 8]
     mov eax, dword ptr [ebp - 0x14]
     fld dword ptr [edx + 0xa1c]
     fsub dword ptr [eax + 0x110]
     fstp dword ptr [ebp - 8]
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ebp - 0x14]
     fld dword ptr [ecx + 0xa20]
     fsub dword ptr [edx + 0x114]
     fstp dword ptr [ebp - 4]
     fld dword ptr [ebp - 4]
     fmul dword ptr [ebp - 4]
     fld dword ptr [ebp - 8]
     fmul dword ptr [ebp - 8]
     faddp st(1)
     sub esp, 8
     fstp qword ptr [esp]
-    call sqrt
+    call 0x45b914
     add esp, 8
     fstp dword ptr [ebp - 0x2c]
     fld dword ptr [ebp - 0x2c]
     mov eax, dword ptr [ebp - 0x14]
     fld dword ptr [eax + 0x138]
-    fdiv dword ptr [0x46a584]
+    fdiv dword ptr [0x46a5a4]
     fdivp st(1)
     fstp dword ptr [ebp - 0x10]
     fld dword ptr [ebp - 0x10]
-    fcomp dword ptr [0x46a2c0]
+    fcomp dword ptr [0x46a3c8]
     fnstsw ax
     test ah, 5
     jp L_15
     mov dword ptr [ebp - 0x10], 0x3f800000
 L_15:
     fld dword ptr [ebp - 8]
     fdiv dword ptr [ebp - 0x10]
     mov ecx, dword ptr [ebp - 0x14]
     fadd dword ptr [ecx + 0x128]
     fstp dword ptr [ebp - 8]
     fld dword ptr [ebp - 4]
     fdiv dword ptr [ebp - 0x10]
     mov edx, dword ptr [ebp - 0x14]
     fadd dword ptr [edx + 0x12c]
     fstp dword ptr [ebp - 4]
     fld dword ptr [ebp - 4]
     fmul dword ptr [ebp - 4]
     fld dword ptr [ebp - 8]
     fmul dword ptr [ebp - 8]
     faddp st(1)
     sub esp, 8
     fstp qword ptr [esp]
-    call sqrt
+    call 0x45b914
     add esp, 8
     fstp dword ptr [ebp - 0x30]
     fld dword ptr [ebp - 0x30]
     fstp dword ptr [ebp - 0x10]
     fld dword ptr [ebp - 0x10]
-    fcomp dword ptr [0x46a3e4]
+    fcomp dword ptr [0x46a408]
     fnstsw ax
     and eax, 0x4100
     jne L_16
     mov dword ptr [ebp - 0x34], 0x41200000
     jmp L_17
 L_16:
     mov eax, dword ptr [ebp - 0x10]
     mov dword ptr [ebp - 0x34], eax
 L_17:
     mov ecx, dword ptr [ebp - 0x14]
     mov edx, dword ptr [ebp - 0x34]
     mov dword ptr [ecx + 0x138], edx
     mov eax, dword ptr [ebp - 0x14]
     fld dword ptr [eax + 0x138]
-    fcomp dword ptr [0x46a2c0]
+    fcomp dword ptr [0x46a3c8]
     fnstsw ax
     test ah, 5
     jp L_18
     mov ecx, dword ptr [ebp - 0x14]
     mov dword ptr [ecx + 0x138], 0x3f800000
 L_18:
     mov edx, dword ptr [ebp - 0x14]
     fld dword ptr [ebp - 8]
     fmul dword ptr [edx + 0x138]
     fdiv dword ptr [ebp - 0x10]
     mov eax, dword ptr [ebp - 0x14]
     fstp dword ptr [eax + 0x128]
     mov ecx, dword ptr [ebp - 0x14]
     fld dword ptr [ebp - 4]
     fmul dword ptr [ecx + 0x138]
     fdiv dword ptr [ebp - 0x10]
     mov edx, dword ptr [ebp - 0x14]
     fstp dword ptr [edx + 0x12c]
     jmp L_13
 L_14:
     mov eax, dword ptr [ebp - 0x14]
     fld dword ptr [eax + 0x138]
-    fcomp dword ptr [0x46a3e4]
+    fcomp dword ptr [0x46a408]
     fnstsw ax
     test ah, 5
     jp L_13
     mov ecx, dword ptr [ebp - 0x14]
     fld dword ptr [ecx + 0x138]
-    fadd dword ptr [0x46bac8]
+    fadd dword ptr [0x46bb24]
     mov edx, dword ptr [ebp - 0x14]
     fstp dword ptr [edx + 0x138]
     mov eax, dword ptr [ebp - 0x14]
     mov ecx, dword ptr [eax + 0x128]
     mov dword ptr [ebp - 8], ecx
     mov edx, dword ptr [ebp - 0x14]
     mov eax, dword ptr [edx + 0x12c]
     mov dword ptr [ebp - 4], eax
     fld dword ptr [ebp - 4]
     fmul dword ptr [ebp - 4]
     fld dword ptr [ebp - 8]
     fmul dword ptr [ebp - 8]
     faddp st(1)
     sub esp, 8
     fstp qword ptr [esp]
-    call sqrt
+    call 0x45b914
     add esp, 8
     fstp dword ptr [ebp - 0x38]
     fld dword ptr [ebp - 0x38]
     fstp dword ptr [ebp - 0x10]
     mov ecx, dword ptr [ebp - 0x14]
     fld dword ptr [ebp - 8]
     fmul dword ptr [ecx + 0x138]
     fdiv dword ptr [ebp - 0x10]
     mov edx, dword ptr [ebp - 0x14]
     fstp dword ptr [edx + 0x128]
     mov eax, dword ptr [ebp - 0x14]
     fld dword ptr [ebp - 4]
     fmul dword ptr [eax + 0x138]
     fdiv dword ptr [ebp - 0x10]
     mov ecx, dword ptr [ebp - 0x14]
     fstp dword ptr [ecx + 0x12c]
 L_13:
     jmp L_12
 L_10:
     mov edx, dword ptr [ebp - 0x14]
     movsx eax, word ptr [edx + 0x14e]
     cmp eax, 1
     jne L_19
     mov ecx, dword ptr [ebp - 0x14]
     fld dword ptr [ecx + 0x12c]
-    fsub dword ptr [0x46a4dc]
+    fsub dword ptr [0x46a4fc]
     mov edx, dword ptr [ebp - 0x14]
     fstp dword ptr [edx + 0x12c]
 L_19:
     jmp L_12
 L_11:
     mov eax, dword ptr [ebp - 0x14]
     movsx ecx, word ptr [eax + 0x152]
     imul ecx, ecx, 0xc
     mov edx, dword ptr [ebp + 8]
     xor eax, eax
     cmp dword ptr [edx + ecx + 0x9c0], 0x46
     sete al
     test eax, eax
     je L_20
     mov ecx, dword ptr [ebp - 0x14]
     mov word ptr [ecx + 0x8a], 1
     jmp L_21
 L_20:
     mov edx, dword ptr [ebp - 0x14]
     movsx eax, word ptr [edx + 0x152]
@@ -262,125 +262,125 @@
     sub edx, 1
     imul edx, edx, 0xc
     mov eax, dword ptr [ebp + 8]
     lea ecx, [eax + edx + 0x4a0]
     mov edx, dword ptr [ebp - 0x14]
     add edx, 0x110
     mov eax, dword ptr [ecx]
     mov dword ptr [edx], eax
     mov eax, dword ptr [ecx + 4]
     mov dword ptr [edx + 4], eax
     mov ecx, dword ptr [ecx + 8]
     mov dword ptr [edx + 8], ecx
     mov edx, dword ptr [ebp - 0x14]
     mov eax, dword ptr [ebp - 0x14]
     fld dword ptr [edx + 0x110]
     fadd dword ptr [eax + 0x130]
     mov ecx, dword ptr [ebp - 0x14]
     fstp dword ptr [ecx + 0x110]
     mov edx, dword ptr [ebp - 0x14]
     fld dword ptr [edx + 0x114]
-    fdiv dword ptr [0x46a44c]
+    fdiv dword ptr [0x46a470]
     mov eax, dword ptr [ebp - 0x14]
     fstp dword ptr [eax + 0x114]
     mov ecx, dword ptr [ebp - 0x14]
     mov dword ptr [ecx + 0x118], 0x3ee147ae
     mov edx, dword ptr [ebp - 0x14]
     fld dword ptr [edx + 0x114]
     fadd st(0), st(0)
-    fdiv dword ptr [0x46a2b8]
+    fdiv dword ptr [0x46a2d8]
     mov eax, dword ptr [ebp - 0x14]
     fstp dword ptr [eax + 0x18]
     mov ecx, dword ptr [ebp - 0x14]
     fld dword ptr [ecx + 0x114]
     fadd st(0), st(0)
     mov edx, dword ptr [ebp - 0x14]
     fstp dword ptr [edx + 0x120]
 L_12:
     mov eax, dword ptr [ebp - 0x14]
     add eax, 0x110
     mov dword ptr [ebp - 0x3c], eax
     mov ecx, dword ptr [ebp - 0x14]
-    fld dword ptr [0x6c6ec0]
+    fld dword ptr [0x6c6c18]
     fmul dword ptr [ecx + 0x128]
     mov edx, dword ptr [ebp - 0x3c]
     fadd dword ptr [edx]
     mov eax, dword ptr [ebp - 0x3c]
     fstp dword ptr [eax]
     mov ecx, dword ptr [ebp - 0x14]
     mov edx, dword ptr [ebp - 0x3c]
     mov eax, dword ptr [edx]
     mov dword ptr [ecx + 0x90], eax
     mov ecx, dword ptr [ebp - 0x14]
     add ecx, 0x114
     mov dword ptr [ebp - 0x40], ecx
     mov edx, dword ptr [ebp - 0x14]
-    fld dword ptr [0x6c6ec0]
+    fld dword ptr [0x6c6c18]
     fmul dword ptr [edx + 0x12c]
     mov eax, dword ptr [ebp - 0x40]
     fadd dword ptr [eax]
     mov ecx, dword ptr [ebp - 0x40]
     fstp dword ptr [ecx]
     mov edx, dword ptr [ebp - 0x14]
     mov eax, dword ptr [ebp - 0x40]
     mov ecx, dword ptr [eax]
     mov dword ptr [edx + 0x94], ecx
     mov edx, dword ptr [ebp - 0x14]
     mov eax, dword ptr [ebp - 0x14]
     mov ecx, dword ptr [eax + 0x118]
     mov dword ptr [edx + 0x98], ecx
     mov edx, dword ptr [ebp - 0x14]
     movsx eax, word ptr [edx + 0x150]
     cmp eax, 3
     je L_22
     mov ecx, dword ptr [ebp - 0x14]
     mov edx, dword ptr [ecx + 0xc0]
     mov eax, dword ptr [edx + 0x2c]
     push eax
     mov ecx, dword ptr [ebp - 0x14]
     mov edx, dword ptr [ecx + 0xc0]
     mov eax, dword ptr [edx + 0x30]
     push eax
     mov ecx, dword ptr [ebp - 0x14]
     mov edx, dword ptr [ecx + 0x114]
     push edx
     mov eax, dword ptr [ebp - 0x14]
     mov ecx, dword ptr [eax + 0x110]
     push ecx
-    mov ecx, 0x69bca0
+    mov ecx, 0x69bbb0
     call th06::GameManager::IsInBounds
     test eax, eax
     jne L_22
     mov edx, dword ptr [ebp - 0x14]
     mov word ptr [edx + 0x14e], 0
 L_22:
     mov eax, dword ptr [ebp - 0x14]
     push eax
-    mov ecx, dword ptr [0x6d4588]
+    mov ecx, dword ptr [0x6d43c0]
     call th06::AnmManager::ExecuteScript
     test eax, eax
     je L_23
     mov ecx, dword ptr [ebp - 0x14]
     mov word ptr [ecx + 0x14e], 0
 L_23:
     mov edx, dword ptr [ebp - 0x14]
     add edx, 0x140
     mov dword ptr [ebp - 0x24], edx
     mov eax, dword ptr [ebp - 0x24]
     mov ecx, dword ptr [ebp - 0x24]
     mov edx, dword ptr [ecx + 8]
     mov dword ptr [eax], edx
     mov eax, dword ptr [ebp - 0x24]
     add eax, 4
     push eax
     mov ecx, dword ptr [ebp - 0x24]
     add ecx, 8
     push ecx
-    mov ecx, 0x6c6d18
+    mov ecx, 0x6c6a70
     call th06::Supervisor::TickTimer
     jmp L_8
 L_6:
     mov esp, ebp
     pop ebp
     ret 
 
 
```

</details>


<details id="th06____player____onupdate"><summary><h2>th06::Player::OnUpdate</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,24 +1,24 @@
     push ebp
     mov ebp, esp
     sub esp, 0x5c
-    movsx eax, byte ptr [0x69bccc]
+    movsx eax, byte ptr [0x69bbdc]
     test eax, eax
     je L_1
     mov eax, 1
     jmp L_2
 L_1:
     mov dword ptr [ebp - 4], 0
     jmp L_3
 L_5:
     mov ecx, dword ptr [ebp - 4]
     add ecx, 1
     mov dword ptr [ebp - 4], ecx
 L_3:
     cmp dword ptr [ebp - 4], 0x20
     jge L_4
     mov edx, dword ptr [ebp - 4]
     imul edx, edx, 0xc
     mov eax, dword ptr [ebp + 8]
     mov dword ptr [eax + edx + 0x638], 0
     jmp L_5
 L_4:
@@ -30,378 +30,378 @@
     mov dword ptr [ebp - 4], ecx
 L_6:
     cmp dword ptr [ebp - 4], 0x10
     jge L_7
     mov edx, dword ptr [ebp - 4]
     shl edx, 4
     mov eax, dword ptr [ebp + 8]
     mov dword ptr [eax + edx + 0x8c0], 0
     jmp L_8
 L_7:
     mov ecx, dword ptr [ebp + 8]
     cmp dword ptr [ecx + 0x75c8], 0
     je L_9
     mov edx, dword ptr [ebp + 8]
     push edx
     mov eax, dword ptr [ebp + 8]
     call dword ptr [eax + 0x75dc]
     add esp, 4
     jmp L_10
 L_9:
-    mov ecx, 0x69bc30
+    mov ecx, 0x69bb00
     call th06::Gui::HasCurrentMsgIdx
     test eax, eax
     jne L_10
     mov ecx, dword ptr [ebp + 8]
     cmp dword ptr [ecx + 0x9d8], 0
     je L_10
-    movsx edx, byte ptr [0x69d4bb]
+    movsx edx, byte ptr [0x69d3cb]
     test edx, edx
     jle L_10
     xor eax, eax
-    mov ax, word ptr [0x69d904]
+    mov ax, word ptr [0x69d7e0]
     and eax, 2
     test eax, eax
     je L_10
     xor ecx, ecx
-    mov cx, word ptr [0x69d904]
+    mov cx, word ptr [0x69d7e0]
     and ecx, 2
     xor edx, edx
-    mov dx, word ptr [0x69d908]
+    mov dx, word ptr [0x69d634]
     and edx, 2
     cmp ecx, edx
     je L_10
     mov eax, dword ptr [ebp + 8]
     cmp dword ptr [eax + 0x75dc], 0
     je L_10
-    mov ecx, dword ptr [0x69bcc4]
+    mov ecx, dword ptr [0x69bbd4]
     add ecx, 1
-    mov dword ptr [0x69bcc4], ecx
-    mov dl, byte ptr [0x69d4bb]
+    mov dword ptr [0x69bbd4], ecx
+    mov dl, byte ptr [0x69d3cb]
     sub dl, 1
-    mov byte ptr [0x69d4bb], dl
-    mov eax, dword ptr [0x69bc30]
+    mov byte ptr [0x69d3cb], dl
+    mov eax, dword ptr [0x69bb00]
     and al, 0xf3
     or al, 8
-    mov dword ptr [0x69bc30], eax
+    mov dword ptr [0x69bb00], eax
     mov ecx, dword ptr [ebp + 8]
     mov dword ptr [ecx + 0x75c8], 1
     mov edx, dword ptr [ebp + 8]
     add edx, 0x75d0
     mov dword ptr [ebp - 0x1c], edx
     mov eax, dword ptr [ebp - 0x1c]
     mov dword ptr [eax + 8], 0
     mov ecx, dword ptr [ebp - 0x1c]
     mov dword ptr [ecx + 4], 0
     mov edx, dword ptr [ebp - 0x1c]
     mov dword ptr [edx], 0xfffffc19
     mov eax, dword ptr [ebp + 8]
     mov dword ptr [eax + 0x75cc], 0x3e7
     mov ecx, dword ptr [ebp + 8]
     push ecx
     mov edx, dword ptr [ebp + 8]
     call dword ptr [edx + 0x75dc]
     add esp, 4
-    mov dword ptr [0x5a5f8c], 0
+    mov dword ptr [0x5a5e3c], 0
     push 0xc8
-    mov ecx, 0x69bca0
+    mov ecx, 0x69bbb0
     call th06::GameManager::DecreaseSubrank
-    mov eax, dword ptr [0x5a5f90]
-    mov dword ptr [0x5a5f9c], eax
+    mov eax, dword ptr [0x5a5e40]
+    mov dword ptr [0x5a5e4c], eax
 L_10:
     mov ecx, dword ptr [ebp + 8]
     movsx edx, byte ptr [ecx + 0x9e0]
     cmp edx, 2
     jne L_11
     mov eax, dword ptr [ebp + 8]
     cmp dword ptr [eax + 0x9d8], 0
     je L_12
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ecx + 0x9d8]
     sub edx, 1
     mov eax, dword ptr [ebp + 8]
     mov dword ptr [eax + 0x9d8], edx
     mov ecx, dword ptr [ebp + 8]
     cmp dword ptr [ecx + 0x9d8], 0
     jne L_13
-    mov byte ptr [0x69d4b9], 0
-    movsx edx, byte ptr [0x69d4ba]
+    mov byte ptr [0x69d3c9], 0
+    movsx edx, byte ptr [0x69d3ca]
     test edx, edx
     jle L_14
     push 2
     push 2
     mov eax, dword ptr [ebp + 8]
     add eax, 0x440
     push eax
-    mov ecx, 0x69e268
+    mov ecx, 0x69e0d8
     call th06::ItemManager::SpawnItem
     push 2
     push 0
     mov ecx, dword ptr [ebp + 8]
     add ecx, 0x440
     push ecx
-    mov ecx, 0x69e268
+    mov ecx, 0x69e0d8
     call th06::ItemManager::SpawnItem
     push 2
     push 0
     mov edx, dword ptr [ebp + 8]
     add edx, 0x440
     push edx
-    mov ecx, 0x69e268
+    mov ecx, 0x69e0d8
     call th06::ItemManager::SpawnItem
     push 2
     push 0
     mov eax, dword ptr [ebp + 8]
     add eax, 0x440
     push eax
-    mov ecx, 0x69e268
+    mov ecx, 0x69e0d8
     call th06::ItemManager::SpawnItem
     push 2
     push 0
     mov ecx, dword ptr [ebp + 8]
     add ecx, 0x440
     push ecx
-    mov ecx, 0x69e268
+    mov ecx, 0x69e0d8
     call th06::ItemManager::SpawnItem
     push 2
     push 0
     mov edx, dword ptr [ebp + 8]
     add edx, 0x440
     push edx
-    mov ecx, 0x69e268
+    mov ecx, 0x69e0d8
     call th06::ItemManager::SpawnItem
     xor eax, eax
-    mov ax, word ptr [0x69d4b0]
+    mov ax, word ptr [0x69d3c0]
     cmp eax, 0x10
     jg L_15
-    mov word ptr [0x69d4b0], 0
+    mov word ptr [0x69d3c0], 0
     jmp L_16
 L_15:
     xor ecx, ecx
-    mov cx, word ptr [0x69d4b0]
+    mov cx, word ptr [0x69d3c0]
     sub ecx, 0x10
-    mov word ptr [0x69d4b0], cx
+    mov word ptr [0x69d3c0], cx
 L_16:
-    mov edx, dword ptr [0x69bc30]
+    mov edx, dword ptr [0x69bb00]
     and edx, 0xffffffcf
     or edx, 0x20
-    mov dword ptr [0x69bc30], edx
+    mov dword ptr [0x69bb00], edx
     jmp L_17
 L_14:
     push 2
     push 4
     mov eax, dword ptr [ebp + 8]
     add eax, 0x440
     push eax
-    mov ecx, 0x69e268
+    mov ecx, 0x69e0d8
     call th06::ItemManager::SpawnItem
     push 2
     push 4
     mov ecx, dword ptr [ebp + 8]
     add ecx, 0x440
     push ecx
-    mov ecx, 0x69e268
+    mov ecx, 0x69e0d8
     call th06::ItemManager::SpawnItem
     push 2
     push 4
     mov edx, dword ptr [ebp + 8]
     add edx, 0x440
     push edx
-    mov ecx, 0x69e268
+    mov ecx, 0x69e0d8
     call th06::ItemManager::SpawnItem
     push 2
     push 4
     mov eax, dword ptr [ebp + 8]
     add eax, 0x440
     push eax
-    mov ecx, 0x69e268
+    mov ecx, 0x69e0d8
     call th06::ItemManager::SpawnItem
     push 2
     push 4
     mov ecx, dword ptr [ebp + 8]
     add ecx, 0x440
     push ecx
-    mov ecx, 0x69e268
-    call th06::ItemManager::SpawnItem
-    mov word ptr [0x69d4b0], 0
-    mov edx, dword ptr [0x69bc30]
+    mov ecx, 0x69e0d8
+    call th06::ItemManager::SpawnItem
+    mov word ptr [0x69d3c0], 0
+    mov edx, dword ptr [0x69bb00]
     and edx, 0xffffffcf
     or edx, 0x20
-    mov dword ptr [0x69bc30], edx
-    mov byte ptr [0x69d4bc], 0xff
+    mov dword ptr [0x69bb00], edx
+    mov byte ptr [0x69d3cc], 0xff
 L_17:
     push 0x640
-    mov ecx, 0x69bca0
+    mov ecx, 0x69bbb0
     call th06::GameManager::DecreaseSubrank
 L_13:
     jmp L_18
 L_12:
     mov eax, dword ptr [ebp + 8]
     add eax, 0x75b4
     mov dword ptr [ebp - 0x20], eax
     mov ecx, dword ptr [ebp - 0x20]
     fild dword ptr [ecx + 8]
     fstp dword ptr [ebp - 0x54]
     mov edx, dword ptr [ebp - 0x20]
     fld dword ptr [ebp - 0x54]
     fadd dword ptr [edx + 4]
-    fdiv dword ptr [0x46a520]
+    fdiv dword ptr [0x46a540]
     fstp dword ptr [ebp - 8]
-    fld dword ptr [0x46a474]
+    fld dword ptr [0x46a498]
     fmul dword ptr [ebp - 8]
-    fadd dword ptr [0x46a2c0]
+    fadd dword ptr [0x46a3c8]
     mov eax, dword ptr [ebp + 8]
     fstp dword ptr [eax + 0x18]
-    fld dword ptr [0x46a2c0]
+    fld dword ptr [0x46a3c8]
     fmul dword ptr [ebp - 8]
-    fsubr dword ptr [0x46a2c0]
+    fsubr dword ptr [0x46a3c8]
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0x1c]
     mov edx, dword ptr [ebp + 8]
     add edx, 0x75b4
     mov dword ptr [ebp - 0x24], edx
     mov eax, dword ptr [ebp - 0x24]
     fild dword ptr [eax + 8]
     fstp dword ptr [ebp - 0x58]
     mov ecx, dword ptr [ebp - 0x24]
     fld dword ptr [ebp - 0x58]
     fadd dword ptr [ecx + 4]
-    fmul dword ptr [0x46a588]
-    fdiv dword ptr [0x46a520]
-    fsubr dword ptr [0x46a588]
-    call __ftol2
+    fmul dword ptr [0x46a5a8]
+    fdiv dword ptr [0x46a540]
+    fsubr dword ptr [0x46a5a8]
+    call _ftol2
     shl eax, 0x18
     or eax, 0xffffff
     mov edx, dword ptr [ebp + 8]
     mov dword ptr [edx + 0x7c], eax
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [eax + 0x80]
     or ecx, 4
     mov edx, dword ptr [ebp + 8]
     mov dword ptr [edx + 0x80], ecx
     mov eax, dword ptr [ebp + 8]
     mov dword ptr [eax + 0xa10], 0
     mov ecx, dword ptr [ebp + 8]
     mov dword ptr [ecx + 0xa14], 0
     mov edx, dword ptr [ebp + 8]
     mov eax, dword ptr [edx + 0x75bc]
     mov dword ptr [ebp - 0x28], eax
     cmp dword ptr [ebp - 0x28], 0x1e
     jl L_18
     mov ecx, dword ptr [ebp + 8]
     mov byte ptr [ecx + 0x9e0], 1
-    fld dword ptr [0x69d6e4]
-    fdiv dword ptr [0x46a44c]
+    fld dword ptr [0x69d5f4]
+    fdiv dword ptr [0x46a470]
     mov edx, dword ptr [ebp + 8]
     fstp dword ptr [edx + 0x440]
-    fld dword ptr [0x69d6e8]
-    fsub dword ptr [0x46a440]
+    fld dword ptr [0x69d5f8]
+    fsub dword ptr [0x46a464]
     mov eax, dword ptr [ebp + 8]
     fstp dword ptr [eax + 0x444]
     mov ecx, dword ptr [ebp + 8]
     mov dword ptr [ecx + 0x448], 0x3e4ccccd
     mov edx, dword ptr [ebp + 8]
     add edx, 0x75b4
     mov dword ptr [ebp - 0x2c], edx
     mov eax, dword ptr [ebp - 0x2c]
     mov dword ptr [eax + 8], 0
     mov ecx, dword ptr [ebp - 0x2c]
     mov dword ptr [ecx + 4], 0
     mov edx, dword ptr [ebp - 0x2c]
     mov dword ptr [edx], 0xfffffc19
     mov eax, dword ptr [ebp + 8]
     mov dword ptr [eax + 0x1c], 0x40400000
     mov ecx, dword ptr [ebp + 8]
     mov dword ptr [ecx + 0x18], 0x40400000
-    mov edx, dword ptr [0x6d4588]
+    mov edx, dword ptr [0x6d43c0]
     mov dword ptr [ebp - 0x30], edx
     mov eax, dword ptr [ebp + 8]
     mov word ptr [eax + 0xb4], 0x400
     mov ecx, 0x400
     shl ecx, 2
     mov edx, dword ptr [ebp - 0x30]
     mov eax, dword ptr [edx + ecx + 0x1c934]
     push eax
     mov ecx, dword ptr [ebp + 8]
     push ecx
