# Report

name | result
     mov dword ptr [ebp - 4], ecx
     mov edx, dword ptr [ebp + 8]
     mov eax, dword ptr [edx + 0x38]
     mov dword ptr [ebp - 0x60], eax
     mov ecx, dword ptr [ebp - 4]
     movsx edx, word ptr [ecx]
     cmp edx, dword ptr [ebp - 0x60]
     jg L_5
     mov eax, dword ptr [ebp - 4]
     xor ecx, ecx
     mov cl, byte ptr [eax + 2]
     mov dword ptr [ebp - 0xd8], ecx
     cmp dword ptr [ebp - 0xd8], 0x1f
     ja L_6
     mov edx, dword ptr [ebp - 0xd8]
-    jmp dword ptr [edx*4 + 0x434a63]
+    jmp dword ptr [edx*4 + 0x4344f3]
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [eax + 0x80]
     and ecx, 0xfffffffe
     mov edx, dword ptr [ebp + 8]
     mov dword ptr [edx + 0x80], ecx
     mov eax, dword ptr [ebp + 8]
     mov dword ptr [eax + 0xbc], 0
     mov eax, 1
     jmp L_2
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ecx + 0x80]
     or edx, 1
     mov eax, dword ptr [ebp + 8]
     mov dword ptr [eax + 0x80], edx
     mov ecx, dword ptr [ebp + 8]
     movsx edx, word ptr [ecx + 0xb4]
     mov eax, dword ptr [ebp - 4]
     mov ecx, dword ptr [eax + 4]
     mov eax, dword ptr [ebp - 0xd4]
     add ecx, dword ptr [eax + edx*4 + 0x1e934]
@@ -62,41 +62,41 @@
     mov dword ptr [ebp - 0x64], eax
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ebp - 0x64]
     mov dword ptr [ecx + 0xfc], edx
     jmp L_6
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [eax + 0x80]
     or ecx, 1
     mov edx, dword ptr [ebp + 8]
     mov dword ptr [edx + 0x80], ecx
     mov eax, dword ptr [ebp - 4]
     add eax, 4
     mov dword ptr [ebp - 8], eax
     mov ecx, dword ptr [ebp - 8]
     mov dx, word ptr [ecx + 4]
     mov word ptr [ebp - 0x66], dx
     mov eax, dword ptr [ebp - 0x66]
     and eax, 0xffff
     test eax, eax
     je L_7
-    mov ecx, 0x69d8f8
+    mov ecx, 0x69d7d4
     call th06::Rng::GetRandomU16
     and eax, 0xffff
     mov ecx, dword ptr [ebp - 0x66]
     and ecx, 0xffff
     cdq 
     idiv ecx
     mov dword ptr [ebp - 0xdc], edx
     jmp L_8
 L_7:
     mov dword ptr [ebp - 0xdc], 0
 L_8:
     mov edx, dword ptr [ebp - 0xdc]
     and edx, 0xffff
     mov eax, dword ptr [ebp - 8]
     mov ecx, dword ptr [eax]
     add ecx, edx
     mov edx, dword ptr [ebp + 8]
     movsx eax, word ptr [edx + 0xb4]
     mov edx, dword ptr [ebp - 0xd4]
     add ecx, dword ptr [edx + eax*4 + 0x1e934]
@@ -147,71 +147,71 @@
     mov ecx, dword ptr [eax + 0xbc]
     movsx edx, word ptr [ecx]
     mov eax, dword ptr [ebp + 8]
     mov dword ptr [eax + 0x38], edx
     jmp L_3
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ecx + 0x80]
     shr edx, 6
     and edx, 3
     xor edx, 1
     and edx, 3
     shl edx, 6
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [eax + 0x80]
     and cl, 0x3f
     or ecx, edx
     mov edx, dword ptr [ebp + 8]
     mov dword ptr [edx + 0x80], ecx
     mov eax, dword ptr [ebp + 8]
     fld dword ptr [eax + 0x1c]
-    fmul dword ptr [0x46a7b4]
+    fmul dword ptr [0x46a7d4]
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0x1c]
     jmp L_6
     mov edx, dword ptr [ebp - 4]
     mov eax, dword ptr [edx + 4]
     and eax, 1
     shl eax, 5
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ecx + 0x80]
     and edx, 0xffffffdf
     or edx, eax
     mov eax, dword ptr [ebp + 8]
     mov dword ptr [eax + 0x80], edx
     jmp L_6
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ecx + 0x80]
     shr edx, 6
     and edx, 3
     xor edx, 2
     and edx, 3
     shl edx, 6
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [eax + 0x80]
     and cl, 0x3f
     or ecx, edx
     mov edx, dword ptr [ebp + 8]
     mov dword ptr [edx + 0x80], ecx
     mov eax, dword ptr [ebp + 8]
     fld dword ptr [eax + 0x18]
-    fmul dword ptr [0x46a7b4]
+    fmul dword ptr [0x46a7d4]
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0x18]
     jmp L_6
     mov edx, dword ptr [ebp - 4]
     add edx, 4
     mov dword ptr [ebp - 0xc], edx
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [ebp - 0xc]
     mov edx, dword ptr [ecx]
     mov dword ptr [eax], edx
     mov eax, dword ptr [ebp - 0xc]
     add eax, 4
     mov dword ptr [ebp - 0xc], eax
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ebp - 0xc]
     mov eax, dword ptr [edx]
     mov dword ptr [ecx + 4], eax
     mov ecx, dword ptr [ebp - 0xc]
     add ecx, 4
     mov dword ptr [ebp - 0xc], ecx
@@ -612,191 +612,191 @@
     jmp L_6
     mov edx, dword ptr [ebp + 8]
     mov eax, dword ptr [edx + 0x80]
     or ah, 3
     mov ecx, dword ptr [ebp + 8]
     mov dword ptr [ecx + 0x80], eax
     jmp L_6
     mov edx, dword ptr [ebp + 8]
     mov eax, dword ptr [ebp - 4]
     mov cx, word ptr [eax + 4]
     mov word ptr [edx + 0x88], cx
     jmp L_6
     mov edx, dword ptr [ebp + 8]
     mov eax, dword ptr [ebp - 4]
     fld dword ptr [edx + 0x28]
     fadd dword ptr [eax + 4]
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0x28]
     mov edx, dword ptr [ebp + 8]
     fld dword ptr [edx + 0x28]
-    fcomp dword ptr [0x46a2c0]
+    fcomp dword ptr [0x46a3c8]
     fnstsw ax
     and eax, 0x100
     jne L_20
     mov eax, dword ptr [ebp + 8]
     fld dword ptr [eax + 0x28]
-    fsub dword ptr [0x46a2c0]
+    fsub dword ptr [0x46a3c8]
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0x28]
     jmp L_21
 L_20:
     mov edx, dword ptr [ebp + 8]
     fld dword ptr [edx + 0x28]
-    fcomp dword ptr [0x474884]
+    fcomp dword ptr [0x46a404]
     fnstsw ax
     test ah, 5
     jp L_21
     mov eax, dword ptr [ebp + 8]
     fld dword ptr [eax + 0x28]
-    fadd dword ptr [0x46a2c0]
+    fadd dword ptr [0x46a3c8]
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0x28]
 L_21:
     jmp L_6
     mov edx, dword ptr [ebp + 8]
     mov eax, dword ptr [ebp - 4]
     fld dword ptr [edx + 0x2c]
     fadd dword ptr [eax + 4]
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0x2c]
     mov edx, dword ptr [ebp + 8]
     fld dword ptr [edx + 0x2c]
-    fcomp dword ptr [0x46a2c0]
+    fcomp dword ptr [0x46a3c8]
     fnstsw ax
     and eax, 0x100
     jne L_22
     mov eax, dword ptr [ebp + 8]
     fld dword ptr [eax + 0x2c]
-    fsub dword ptr [0x46a2c0]
+    fsub dword ptr [0x46a3c8]
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0x2c]
     jmp L_23
 L_22:
     mov edx, dword ptr [ebp + 8]
     fld dword ptr [edx + 0x2c]
-    fcomp dword ptr [0x474884]
+    fcomp dword ptr [0x46a404]
     fnstsw ax
     test ah, 5
     jp L_23
     mov eax, dword ptr [ebp + 8]
     fld dword ptr [eax + 0x2c]
-    fadd dword ptr [0x46a2c0]
+    fadd dword ptr [0x46a3c8]
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0x2c]
 L_23:
     jmp L_6
     mov edx, dword ptr [ebp - 4]
     mov eax, dword ptr [edx + 4]
     and eax, 1
     shl eax, 0xc
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ecx + 0x80]
     and dh, 0xef
     or edx, eax
     mov eax, dword ptr [ebp + 8]
     mov dword ptr [eax + 0x80], edx
 L_6:
     mov ecx, dword ptr [ebp - 4]
     xor edx, edx
     mov dl, byte ptr [ecx + 3]
     mov eax, dword ptr [ebp - 4]
     lea ecx, [eax + edx + 4]
     mov edx, dword ptr [ebp + 8]
     mov dword ptr [edx + 0xbc], ecx
     jmp L_3
 L_5:
     mov eax, dword ptr [ebp + 8]
     fld dword ptr [eax + 0xc]
-    fcomp dword ptr [0x474884]
+    fcomp dword ptr [0x46a404]
     fnstsw ax
     test ah, 0x44
     jnp L_24
     mov ecx, dword ptr [ebp + 8]
-    fld dword ptr [0x6c6ec0]
+    fld dword ptr [0x6c6c18]
     fmul dword ptr [ecx + 0xc]
     push ecx
     fstp dword ptr [esp]
     mov edx, dword ptr [ebp + 8]
     mov eax, dword ptr [edx]
     push eax
     call th06::utils::AddNormalizeAngle
     add esp, 8
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx]
 L_24:
     mov edx, dword ptr [ebp + 8]
     fld dword ptr [edx + 0x10]
-    fcomp dword ptr [0x474884]
+    fcomp dword ptr [0x46a404]
     fnstsw ax
     test ah, 0x44
     jnp L_25
     mov eax, dword ptr [ebp + 8]
-    fld dword ptr [0x6c6ec0]
+    fld dword ptr [0x6c6c18]
     fmul dword ptr [eax + 0x10]
     push ecx
     fstp dword ptr [esp]
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ecx + 4]
     push edx
     call th06::utils::AddNormalizeAngle
     add esp, 8
     mov eax, dword ptr [ebp + 8]
     fstp dword ptr [eax + 4]
 L_25:
     mov ecx, dword ptr [ebp + 8]
     fld dword ptr [ecx + 0x14]
-    fcomp dword ptr [0x474884]
+    fcomp dword ptr [0x46a404]
     fnstsw ax
     test ah, 0x44
     jnp L_26
     mov edx, dword ptr [ebp + 8]
-    fld dword ptr [0x6c6ec0]
+    fld dword ptr [0x6c6c18]
     fmul dword ptr [edx + 0x14]
     push ecx
     fstp dword ptr [esp]
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [eax + 8]
     push ecx
     call th06::utils::AddNormalizeAngle
     add esp, 8
     mov edx, dword ptr [ebp + 8]
     fstp dword ptr [edx + 8]
 L_26:
     mov eax, dword ptr [ebp + 8]
     movsx ecx, word ptr [eax + 0x86]
     test ecx, ecx
     jle L_27
     mov edx, dword ptr [ebp + 8]
     add edx, 0xa4
     mov dword ptr [ebp - 0xa8], edx
     mov eax, dword ptr [ebp - 0xa8]
     mov ecx, dword ptr [ebp - 0xa8]
     mov edx, dword ptr [ecx + 8]
     mov dword ptr [eax], edx
     mov eax, dword ptr [ebp - 0xa8]
     add eax, 4
     push eax
     mov ecx, dword ptr [ebp - 0xa8]
     add ecx, 8
     push ecx
-    mov ecx, 0x6c6d18
+    mov ecx, 0x6c6a70
     call th06::Supervisor::TickTimer
     mov edx, dword ptr [ebp + 8]
     mov eax, dword ptr [edx + 0xac]
     mov dword ptr [ebp - 0xac], eax
     mov ecx, dword ptr [ebp + 8]
     movsx edx, word ptr [ecx + 0x86]
     cmp dword ptr [ebp - 0xac], edx
     jl L_28
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ecx + 0x20]
     mov dword ptr [eax + 0x18], edx
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ecx + 0x24]
     mov dword ptr [eax + 0x1c], edx
     mov eax, dword ptr [ebp + 8]
     mov word ptr [eax + 0x86], 0
     mov ecx, dword ptr [ebp + 8]
     mov dword ptr [ecx + 0x20], 0
@@ -845,154 +845,154 @@
     mov edx, dword ptr [ebp + 8]
     movsx eax, word ptr [edx + 0x86]
     mov dword ptr [ebp - 0xf0], eax
     fild dword ptr [ebp - 0xf0]
     fstp dword ptr [ebp - 0xf4]
     fdiv dword ptr [ebp - 0xf4]
     mov ecx, dword ptr [ebp + 8]
     fadd dword ptr [ecx + 0x9c]
     mov edx, dword ptr [ebp + 8]
     fstp dword ptr [edx + 0x18]
 L_29:
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [eax + 0x80]
     shr ecx, 6
     and ecx, 3
     and ecx, 1
     test ecx, ecx
     je L_30
     mov edx, dword ptr [ebp + 8]
     fld dword ptr [edx + 0x1c]
-    fmul dword ptr [0x46a7b4]
+    fmul dword ptr [0x46a7d4]
     mov eax, dword ptr [ebp + 8]
     fstp dword ptr [eax + 0x1c]
 L_30:
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ecx + 0x80]
     shr edx, 6
     and edx, 3
     and edx, 2
     test edx, edx
     je L_31
     mov eax, dword ptr [ebp + 8]
     fld dword ptr [eax + 0x18]
-    fmul dword ptr [0x46a7b4]
+    fmul dword ptr [0x46a7d4]
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0x18]
 L_31:
     jmp L_32
 L_27:
     mov edx, dword ptr [ebp + 8]
-    fld dword ptr [0x6c6ec0]
+    fld dword ptr [0x6c6c18]
     fmul dword ptr [edx + 0x20]
     mov eax, dword ptr [ebp + 8]
     fadd dword ptr [eax + 0x18]
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0x18]
     mov edx, dword ptr [ebp + 8]
-    fld dword ptr [0x6c6ec0]
+    fld dword ptr [0x6c6c18]
     fmul dword ptr [edx + 0x24]
     mov eax, dword ptr [ebp + 8]
     fadd dword ptr [eax + 0x1c]
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0x1c]
 L_32:
     mov edx, dword ptr [ebp + 8]
     movsx eax, word ptr [edx + 0x84]
     test eax, eax
     jle L_33
     mov ecx, dword ptr [ebp + 8]
     add ecx, 0x100
     mov dword ptr [ebp - 0xb8], ecx
     mov edx, dword ptr [ebp - 0xb8]
     mov eax, dword ptr [ebp - 0xb8]
     mov ecx, dword ptr [eax + 8]
     mov dword ptr [edx], ecx
     mov edx, dword ptr [ebp - 0xb8]
     add edx, 4
     push edx
     mov eax, dword ptr [ebp - 0xb8]
     add eax, 8
     push eax
-    mov ecx, 0x6c6d18
+    mov ecx, 0x6c6a70
     call th06::Supervisor::TickTimer
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ecx + 0xc4]
     mov dword ptr [ebp - 0x28], edx
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [eax + 0xc8]
     mov dword ptr [ebp - 0x24], ecx
     mov edx, dword ptr [ebp + 8]
     add edx, 0x100
     mov dword ptr [ebp - 0xbc], edx
     mov eax, dword ptr [ebp + 8]
     movsx ecx, word ptr [eax + 0x84]
     mov dword ptr [ebp - 0xf8], ecx
     fild dword ptr [ebp - 0xf8]
     fstp dword ptr [ebp - 0xfc]
     mov edx, dword ptr [ebp - 0xbc]
     fild dword ptr [edx + 8]
     fstp dword ptr [ebp - 0x100]
     mov eax, dword ptr [ebp - 0xbc]
     fld dword ptr [ebp - 0x100]
     fadd dword ptr [eax + 4]
     fdiv dword ptr [ebp - 0xfc]
     fstp dword ptr [ebp - 0x2c]
     fld dword ptr [ebp - 0x2c]
-    fcomp dword ptr [0x46a2c0]
+    fcomp dword ptr [0x46a3c8]
     fnstsw ax
     and eax, 0x100
     jne L_34
     mov dword ptr [ebp - 0x2c], 0x3f800000
 L_34:
     mov dword ptr [ebp - 0x34], 0
     jmp L_35
 L_40:
     mov ecx, dword ptr [ebp - 0x34]
     add ecx, 1
     mov dword ptr [ebp - 0x34], ecx
 L_35:
     cmp dword ptr [ebp - 0x34], 4
     jge L_36
     mov edx, dword ptr [ebp - 0x34]
     xor eax, eax
     mov al, byte ptr [ebp + edx - 0x24]
     mov dword ptr [ebp - 0x104], eax
     fild dword ptr [ebp - 0x104]
     fstp dword ptr [ebp - 0x108]
     mov ecx, dword ptr [ebp - 0x34]
     xor edx, edx
     mov dl, byte ptr [ebp + ecx - 0x28]
     mov dword ptr [ebp - 0x10c], edx
     fild dword ptr [ebp - 0x10c]
     fstp dword ptr [ebp - 0x110]
     fld dword ptr [ebp - 0x108]
     fsub dword ptr [ebp - 0x110]
     fmul dword ptr [ebp - 0x2c]
     mov eax, dword ptr [ebp - 0x34]
     xor ecx, ecx
     mov cl, byte ptr [ebp + eax - 0x28]
     mov dword ptr [ebp - 0x114], ecx
     fild dword ptr [ebp - 0x114]
     fstp dword ptr [ebp - 0x118]
     fadd dword ptr [ebp - 0x118]
-    call __ftol2
+    call _ftol2
     mov dword ptr [ebp - 0x30], eax
     cmp dword ptr [ebp - 0x30], 0
     jge L_37
     mov dword ptr [ebp - 0x30], 0
 L_37:
     cmp dword ptr [ebp - 0x30], 0x100
     jl L_38
     mov dword ptr [ebp - 0x11c], 0xff
     jmp L_39
 L_38:
     mov edx, dword ptr [ebp - 0x30]
     mov dword ptr [ebp - 0x11c], edx
 L_39:
     mov eax, dword ptr [ebp - 0x34]
     mov cl, byte ptr [ebp - 0x11c]
     mov byte ptr [ebp + eax - 0x28], cl
     jmp L_40
 L_36:
     mov edx, dword ptr [ebp + 8]
     mov eax, dword ptr [ebp - 0x28]
@@ -1011,177 +1011,222 @@
     movsx ecx, word ptr [eax + 0x8c]
     test ecx, ecx
     je L_41
     mov edx, dword ptr [ebp + 8]
     add edx, 0xf0
     mov dword ptr [ebp - 0xc4], edx
     mov eax, dword ptr [ebp + 8]
     movsx ecx, word ptr [eax + 0x8c]
     mov dword ptr [ebp - 0x120], ecx
     fild dword ptr [ebp - 0x120]
     fstp dword ptr [ebp - 0x124]
     mov edx, dword ptr [ebp - 0xc4]
     fild dword ptr [edx + 8]
     fstp dword ptr [ebp - 0x128]
     mov eax, dword ptr [ebp - 0xc4]
     fld dword ptr [ebp - 0x128]
     fadd dword ptr [eax + 4]
     fdiv dword ptr [ebp - 0x124]
     fstp dword ptr [ebp - 0x38]
     fld dword ptr [ebp - 0x38]
-    fcomp dword ptr [0x46a2c0]
+    fcomp dword ptr [0x46a3c8]
     fnstsw ax
     and eax, 0x100
     jne L_42
     mov dword ptr [ebp - 0x38], 0x3f800000
 L_42:
     mov ecx, dword ptr [ebp + 8]
     mov edx, dword ptr [ecx + 0x80]
     shr edx, 0xa
     and edx, 3
     mov dword ptr [ebp - 0x12c], edx
     cmp dword ptr [ebp - 0x12c], 1
     je L_43
     cmp dword ptr [ebp - 0x12c], 2
     je L_44
     jmp L_45
 L_43:
-    fld dword ptr [0x46a2c0]
+    fld dword ptr [0x46a3c8]
     fsub dword ptr [ebp - 0x38]
     fstp dword ptr [ebp - 0x38]
     fld dword ptr [ebp - 0x38]
     fmul dword ptr [ebp - 0x38]
     fstp dword ptr [ebp - 0x38]
-    fld dword ptr [0x46a2c0]
+    fld dword ptr [0x46a3c8]
     fsub dword ptr [ebp - 0x38]
     fstp dword ptr [ebp - 0x38]
     jmp L_45
 L_44:
-    fld dword ptr [0x46a2c0]
+    fld dword ptr [0x46a3c8]
     fsub dword ptr [ebp - 0x38]
     fstp dword ptr [ebp - 0x38]
     fld dword ptr [ebp - 0x38]
     fmul dword ptr [ebp - 0x38]
     fmul dword ptr [ebp - 0x38]
     fmul dword ptr [ebp - 0x38]
     fstp dword ptr [ebp - 0x38]
-    fld dword ptr [0x46a2c0]
+    fld dword ptr [0x46a3c8]
     fsub dword ptr [ebp - 0x38]
     fstp dword ptr [ebp - 0x38]
 L_45:
     mov eax, dword ptr [ebp + 8]
     mov ecx, dword ptr [eax + 0x80]
     shr ecx, 5
     and ecx, 1
     test ecx, ecx
     jne L_46
     mov edx, dword ptr [ebp + 8]
     fld dword ptr [ebp - 0x38]
     fmul dword ptr [edx + 0xd8]
-    fld dword ptr [0x46a2c0]
+    fld dword ptr [0x46a3c8]
     fsub dword ptr [ebp - 0x38]
     mov eax, dword ptr [ebp + 8]
     fmul dword ptr [eax + 0xcc]
     faddp st(1)
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0x90]
     mov edx, dword ptr [ebp + 8]
     fld dword ptr [ebp - 0x38]
     fmul dword ptr [edx + 0xdc]
-    fld dword ptr [0x46a2c0]
+    fld dword ptr [0x46a3c8]
     fsub dword ptr [ebp - 0x38]
     mov eax, dword ptr [ebp + 8]
     fmul dword ptr [eax + 0xd0]
     faddp st(1)
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0x94]
     mov edx, dword ptr [ebp + 8]
     fld dword ptr [ebp - 0x38]
     fmul dword ptr [edx + 0xe0]
-    fld dword ptr [0x46a2c0]
+    fld dword ptr [0x46a3c8]
     fsub dword ptr [ebp - 0x38]
     mov eax, dword ptr [ebp + 8]
     fmul dword ptr [eax + 0xd4]
     faddp st(1)
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0x98]
     jmp L_47
 L_46:
     mov edx, dword ptr [ebp + 8]
     fld dword ptr [ebp - 0x38]
     fmul dword ptr [edx + 0xd8]
-    fld dword ptr [0x46a2c0]
+    fld dword ptr [0x46a3c8]
     fsub dword ptr [ebp - 0x38]
     mov eax, dword ptr [ebp + 8]
     fmul dword ptr [eax + 0xcc]
     faddp st(1)
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0xe4]
     mov edx, dword ptr [ebp + 8]
     fld dword ptr [ebp - 0x38]
     fmul dword ptr [edx + 0xdc]
-    fld dword ptr [0x46a2c0]
+    fld dword ptr [0x46a3c8]
     fsub dword ptr [ebp - 0x38]
     mov eax, dword ptr [ebp + 8]
     fmul dword ptr [eax + 0xd0]
     faddp st(1)
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0xe8]
     mov edx, dword ptr [ebp + 8]
     fld dword ptr [ebp - 0x38]
     fmul dword ptr [edx + 0xe0]
-    fld dword ptr [0x46a2c0]
+    fld dword ptr [0x46a3c8]
     fsub dword ptr [ebp - 0x38]
     mov eax, dword ptr [ebp + 8]
     fmul dword ptr [eax + 0xd4]
     faddp st(1)
     mov ecx, dword ptr [ebp + 8]
     fstp dword ptr [ecx + 0xec]
 L_47:
     mov edx, dword ptr [ebp + 8]
     mov eax, dword ptr [edx + 0xf8]
     mov dword ptr [ebp - 0xc8], eax
     mov ecx, dword ptr [ebp + 8]
     movsx edx, word ptr [ecx + 0x8c]
     cmp dword ptr [ebp - 0xc8], edx
     jl L_48
     mov eax, dword ptr [ebp + 8]
     mov word ptr [eax + 0x8c], 0
 L_48:
     mov ecx, dword ptr [ebp + 8]
     add ecx, 0xf0
     mov dword ptr [ebp - 0xcc], ecx
     mov edx, dword ptr [ebp - 0xcc]
     mov eax, dword ptr [ebp - 0xcc]
     mov ecx, dword ptr [eax + 8]
     mov dword ptr [edx], ecx
     mov edx, dword ptr [ebp - 0xcc]
     add edx, 4
     push edx
     mov eax, dword ptr [ebp - 0xcc]
     add eax, 8
     push eax
-    mov ecx, 0x6c6d18
+    mov ecx, 0x6c6a70
     call th06::Supervisor::TickTimer
 L_41:
     mov ecx, dword ptr [ebp + 8]
     add ecx, 0x30
     mov dword ptr [ebp - 0xd0], ecx
     mov edx, dword ptr [ebp - 0xd0]
     mov eax, dword ptr [ebp - 0xd0]
     mov ecx, dword ptr [eax + 8]
     mov dword ptr [edx], ecx
     mov edx, dword ptr [ebp - 0xd0]
     add edx, 4
     push edx
     mov eax, dword ptr [ebp - 0xd0]
     add eax, 8
     push eax
-    mov ecx, 0x6c6d18
+    mov ecx, 0x6c6a70
     call th06::Supervisor::TickTimer
     xor eax, eax
 L_2:
     mov esp, ebp
     pop ebp
     ret 4
+    je L_49
+    inc ebx
+    add byte ptr [eax - 0x4dffbccc], ah
+    xor eax, 0x35cf0043
+    inc ebx
+    add ch, ah
+    xor eax, 0x36090043
+    inc ebx
+    add byte ptr [ebx + 0x3800433d], ch
+    inc ebx
+    add byte ptr [esi - 0x13ffbcca], ah
+    inc ebx
+    add byte ptr [edi + esi], ch
+    inc ebx
+    add byte ptr [ebp + 0x37], ch
+    inc ebx
+    add byte ptr [ebx], dh
+    cmp byte ptr [ebx], al
+    scasd eax, dword ptr es:[edi]
+    cmp byte ptr [ebx], al
+    enter 0x4338, 0
+    mov dword ptr [ebx + eax*2], esi
+    add ah, bh
+    xor al, 0x43
+    add cl, ah
+    cmp byte ptr [ebx], al
+    into 
+    cmp dword ptr [ebx], eax
+    mov ah, 0x39
+    inc ebx
+    add byte ptr [edx - 0xcffbcc7], bl
+    cmp al, byte ptr [ebx]
+    stosd dword ptr es:[edi], eax
+    cmp eax, 0x3c910043
+    inc ebx
+    add dh, bl
+    cmp al, byte ptr [ebx]
+    jle 0x43458f
+    inc ebx
+    add byte ptr [ebx - 0x3effbcc4], ch
+    cmp al, 0x43
+    add byte ptr [esi], ah
